AA	APOBEC
0.867718928752426	0.301098795105271
0.893901958239223	0.302161335743474
0.87567922736509	0.307567608222772
0.887218511516667	0.380227182181714
0.852531827527881	0.29984825686445
0.847550818631152	0.298488704329781
0.863038654425846	0.279387405464449
0.848681234971464	0.306587109184848
0.88703497271279	0.297048629838092
0.877027107637877	0.31665049342712
0.888623863214003	0.297953961224967
0.918150444965878	0.368381181539699
0.879394688335157	0.33554957610344
0.878418058648702	0.3660234302341
0.873487328376204	0.333668755364726
0.875896477067314	0.340898805448819
0.858918147050544	0.347933713745701
0.882888934234335	0.319082668231472
0.871195388065	0.308029304578841
0.850652763664638	0.398085047561338
0.841878745030762	0.288717876933948
0.852179138151193	0.360016193091344
0.864420639424534	0.348635693172239
0.86083563207875	0.289496376046182
0.845933387228503	0.283238104972813
0.885874809536888	0.314554713571619
0.868412718501697	0.317960407560393
0.875311580605183	0.31645679656581
0.871175105205026	0.301620268584425
0.89824131182128	0.414219127399719
0.896225580623394	0.412607804923145
0.847730094168903	0.355750487767585
0.886284059435487	0.351217329173591
0.888586414694516	0.363358365909899
0.860097374130734	0.289815464234656
0.89594494070784	0.391229364608306
0.888290217975663	0.300029804685029
0.886465560216514	0.365063118161081
0.858677433924018	0.304472234193762
0.854576065095443	0.28801836044988
0.867342720956719	0.296211153171866
0.869367442726294	0.278392711402645
0.882713320234486	0.36305942626392
0.866857059251367	0.279499753796218
0.886441967920541	0.362990658469048
0.851043162826359	0.304907494592705
0.886475574912675	0.285942197892657
0.877450053299766	0.334635038220128
0.859464473489605	0.275839141657803
0.88482788499228	0.292139499204298
0.867132996658764	0.301764540922495
0.871828970080833	0.282748228098748
0.867458898725414	0.316663847274408
0.876167051847489	0.360990457661857
0.840231910601405	0.313342944376195
0.873802681573027	0.304491461747159
0.831427582487523	0.2943711741924
0.89412522514077	0.38465250296308
0.877042378926792	0.356435238141815
0.859038214059572	0.289713970194911
0.851174093069456	0.327598515594843
0.883913021670269	0.379084369405741
0.875597408228425	0.362957907737862
0.89858681470485	0.346663494976717
0.852441639926234	0.299757670096145
0.847078486668172	0.291346023224165
0.852160538603213	0.316728495345079
0.868167415482897	0.300789723453467
0.88768329326468	0.330128825645404
0.851288785399228	0.293440241122801
0.896423474879881	0.3160081787181
0.889892954166922	0.366053877403103
0.864863530535344	0.262799599265538
0.873549444406691	0.273870075258115
0.902709975034433	0.383833121357501
0.890225896978409	0.367100179939909
0.866351677508224	0.285777192910918
0.859503692764204	0.301470207847788
0.888541762197632	0.3137684911939
0.876317415213685	0.307553051658811
0.821906344270291	0.3222283508526
0.84793153700928	0.289795048366638
0.875243598270356	0.292911981422781
0.8850078338112	0.293157219042838
0.874154408810901	0.272532912667855
0.895567976473543	0.278306901248586
0.894900994664976	0.355444958810881
0.875159386556325	0.355066413681767
0.847920585824644	0.282942890029752
0.852692822582064	0.312681148341237
0.841326005428322	0.296008867017374
0.857981126140906	0.277143781914496
0.871104451415079	0.276875195658077
0.862742936055572	0.265873040817854
0.835577432245287	0.305556549664355
0.822821250995181	0.290230185028091
0.848566429243622	0.311586404902442
0.845924224329881	0.282635611159712
0.898371473825824	0.356631970751808
0.885514740400735	0.31184326655715
