AA	APOBEC
0.989386312516932	0.913353386810853
0.993308904270284	0.856098770541382
0.993368154628444	0.917303942432553
0.992250548744821	0.857613069085632
0.995185063459053	0.913683620943893
0.991340022370589	0.803293091061802
0.996885005666912	0.874818598401472
0.988409132143625	0.823254139872058
0.992600020478165	0.882423467471463
0.972344378437904	0.0156303651365345
0.992014065716506	0.919510018797721
0.981759703130045	0.823262143760495
0.994894522237717	0.935796598323262
0.987700528679827	0.0547783651366392
0.996023059313107	0.934669747338816
0.920934327305688	0.0330709487527911
0.992823579591925	0.882357553255897
0.993224943352087	0.932366826827667
0.979285242491423	0.90474507284205
0.995731926324678	0.769668054970769
0.98989198154048	0.813121196372835
0.986165389265063	0.203436854152132
0.995715384321564	0.930534351256703
0.993322495261676	0.753010279255301
0.98958652070113	0.881889681833752
0.991989567875008	0.896386347290677
0.94246332792555	0.0354360851173467
0.989835798667752	0.843460218647392
0.99164454906863	0.960143031678169
0.976570319687736	0.869192812372998
0.98911319943696	0.938299565618873
0.995145888492159	0.914075010268673
0.990265251861071	0.884752158630558
0.993644140402905	0.90502345272323
0.992268972524826	0.900065935959788
0.989583897957483	0.910008982915591
0.990896108226595	0.725368564100448
0.991378687226541	0.895676246978054
0.982764769207016	0.819330004978158
0.989695467033036	0.918869286592141
0.992303977895626	0.918949534463114
0.987361482724585	0.934398488527035
0.991772962075636	0.646102423025303
0.992357404327928	0.9307761765748
0.992793115372416	0.963005356140268
0.993324246041296	0.791447154369285
0.984226614352937	0.88723304295473
0.985737386038888	0.834892681467762
0.985539993216373	0.364624717414337
0.991878185973336	0.85794426557485
0.989119438620356	0.87335507629875
0.979985795773943	0.383978359861693
0.990791993442795	0.667264812495673
0.99328751893123	0.829184018887887
0.99324307789647	0.850319261544667
0.987574013116928	0.924217647965013
0.990205236936824	0.872785216725908
0.991505670197964	0.908044748488515
0.994442687587907	0.825515747733877
0.993972716947109	0.889149180992271
0.991827546189041	0.781460353729958
0.99144914068648	0.784543173208695
0.986255824496078	0.917173112551946
0.986336117949231	0.964575134369658
0.98566817003287	0.93029347348414
0.994650326130724	0.938898469612888
0.994399580110384	0.838113206117991
0.994353249634998	0.910359740464364
0.994314525451937	0.922723024369964
0.985706992313933	0.896456449215576
0.985589138940117	0.905031475446291
0.989573105125003	0.91939610110032
0.985228235444562	0.826206954819143
0.993422752546839	0.841435202526324
0.988638397498151	0.288638822629974
0.994844881680746	0.93097443700845
0.98947640323071	0.860006196461343
0.994752070835789	0.962701600415863
0.992196812079818	0.928677740594251
0.988189198107817	0.91856556847102
0.935723173162154	0.0048791718094899
0.987761456459268	0.793363652375997
0.99051436182247	0.888340476685989
0.993829590841622	0.926933790309779
0.992118294991353	0.882851690892074
0.991995642813078	0.893956117661351
0.933356234975948	0.0354387084096583
0.992531670063274	0.84692232815541
0.996442596187262	0.804829105426237
0.875043624486773	0.0162255617557384
0.991299030180085	0.867523349982307
0.992503011300485	0.893989394460723
0.982189085923544	0.869552367003099
0.994590273633913	0.896324218096856
0.994268611031439	0.939802406545544
0.939230478596411	0.0386200275651429
0.988177603062024	0.848505867122985
0.994878335925818	0.769575453904003
0.988724922037287	0.948163708837842
0.992112376797149	0.877169143102963
