AA	APOBEC
0.999787404102608	0.984554892134382
0.999472140575309	0.996691277392258
0.999395857912158	0.987692986891522
0.998999971246273	0.992523181547921
0.999673685608199	0.997234727558858
0.999403101345964	0.992491180372007
0.999860411568474	0.991671304663445
0.999642546776591	0.992975137526175
0.999625659275665	0.99330426063716
0.999399223179727	0.98803140562398
0.999453118963928	0.985663641611643
0.917542274233821	0.0190810793829205
0.99945856521463	0.996736318487256
0.999853917526236	0.997482634892923
0.999572209049688	0.994255465709887
0.99977413493427	0.995576309737163
0.99962659590707	0.994603969226743
0.999782397446254	0.994282702043072
0.999135914483715	0.992282728437424
0.999441868513697	0.989382926487954
0.999735357731259	0.988764113649808
0.937946224054561	0.0213252483417033
0.999563912703105	0.996831126155216
0.999742728886867	0.999095453916388
0.999460153347195	0.991711498059116
0.999054752042845	0.989546251854347
0.999805759530003	0.992664191324513
0.999591375498261	0.995887674823012
0.999618734622913	0.992909221824807
0.999350384801888	0.994098234158566
0.999603575759837	0.992780811400142
0.999568002422302	0.993695531139173
0.999858472204313	0.998449366079497
0.999454046873745	0.994203773850026
0.999385032136369	0.992651879222921
0.999649028125495	0.994133209915413
0.999647408750541	0.991268499945417
0.999683263641718	0.997764803166841
0.999521251545991	0.995719648204993
0.999780004347771	0.996684700552179
0.999543541427593	0.992638180732281
0.999819785336634	0.995872522797603
0.99941013983117	0.993396143412997
0.999562183897367	0.989018947395835
0.999430363035322	0.988390394123337
0.999548422297423	0.995427150430184
0.999429448154516	0.996098866488487
0.999694098982308	0.99634301236947
0.999839183765228	0.99452547681836
0.999416777696186	0.993486924403307
0.999585043116501	0.987641749876655
0.99958576040189	0.988327137642751
0.999542474918232	0.988663291483974
0.999310820950634	0.992121633717611
0.999676054910725	0.997423581365648
0.999634317900557	0.994820812863838
0.999687544517635	0.998525222155585
0.999548747051503	0.992187761586719
0.99963462415997	0.996514156519406
0.999543942701583	0.997268505096658
0.999575451792062	0.992903051723345
0.999217897471222	0.994135016174265
0.999644531110431	0.984317653138212
0.999689217352154	0.992304815989881
0.999479545060198	0.993435805587351
0.999300767277083	0.997477483102471
0.999677301503926	0.991749812174348
0.999683745110076	0.993496860197882
0.999655321229927	0.993221541530991
0.999697795482478	0.994691400542855
0.999605130038267	0.988597029182972
0.999454740711711	0.997063548837469
0.999525597809389	0.997068201468649
0.999596306413766	0.995430194073297
0.999654749754989	0.997673383952872
0.99949285404151	0.993821987712009
0.999529485894395	0.991665344769215
0.999720928540444	0.99312980585394
0.999555762039029	0.994766990370304
0.999685855282047	0.996171533957218
0.999691384026586	0.992853894862541
0.999511326706174	0.990311613501064
0.999843822075808	0.997406809207864
0.999644492373473	0.995252409311433
0.999698794527173	0.996914366941037
0.999651558615358	0.995549498882468
0.999474595818403	0.990378266625278
0.999684838668319	0.995477732611707
0.999634549692503	0.997423334087678
0.999531222449596	0.996650818731427
0.99920436314254	0.993608582982825
0.999730424777242	0.994305996534241
0.9996625807379	0.993678296824382
0.999679902425427	0.993937913799609
0.999616540107985	0.992684922310148
0.999441421551226	0.996744541942036
0.999813820795408	0.990797212761397
0.999388343613386	0.994384225671611
0.928394365082581	0.0192081010913614
0.999533958835764	0.997581594461174
